Rule	ID	Consequent	TP	FP	TN	FN	Acc	AUC	CONF	Cov	FPR	G-Mean	GR	GR_Pct	Jacc	SuppDiff	Supp	TNR	TPR	WRAcc	WRAcc_Norm
142	-1411931171	6	6	64	228	1	0.782609	0.818982	0.085714	0.234114	0.219178	0.818093	3.910714	1.000000	0.084507	0.637965	0.020067	0.780822	0.857143	0.014586	0.818982	
143	1639133689	6	6	63	229	1	0.785953	0.820695	0.086957	0.230769	0.215753	0.819885	3.972789	1.000000	0.085714	0.641389	0.020067	0.784247	0.857143	0.014664	0.820695	
144	1637937749	6	0	42	250	7	0.836120	0.428082	0.000000	0.140468	0.143836	0.000000	0.000000	0.000000	0.000000	-0.143836	0.000000	0.856164	0.000000	-0.003289	0.428082	
145	1107301997	6	6	63	229	1	0.785953	0.820695	0.086957	0.230769	0.215753	0.819885	3.972789	1.000000	0.085714	0.641389	0.020067	0.784247	0.857143	0.014664	0.820695	
146	1957064668	6	6	63	229	1	0.785953	0.820695	0.086957	0.230769	0.215753	0.819885	3.972789	1.000000	0.085714	0.641389	0.020067	0.784247	0.857143	0.014664	0.820695	
147	91194464	6	6	68	224	1	0.769231	0.812133	0.081081	0.247492	0.232877	0.810885	3.680672	1.000000	0.080000	0.624266	0.020067	0.767123	0.857143	0.014273	0.812133	
148	-110926879	6	6	67	225	1	0.772575	0.813845	0.082192	0.244147	0.229452	0.812693	3.735608	1.000000	0.081081	0.627691	0.020067	0.770548	0.857143	0.014351	0.813845	
149	344952372	6	6	105	187	1	0.645485	0.748777	0.054054	0.371237	0.359589	0.740894	2.383673	1.000000	0.053571	0.497554	0.020067	0.640411	0.857143	0.011376	0.748777	
150	-1541198137	6	6	63	229	1	0.785953	0.820695	0.086957	0.230769	0.215753	0.819885	3.972789	1.000000	0.085714	0.641389	0.020067	0.784247	0.857143	0.014664	0.820695	
151	1853386181	6	6	64	228	1	0.782609	0.818982	0.085714	0.234114	0.219178	0.818093	3.910714	1.000000	0.084507	0.637965	0.020067	0.780822	0.857143	0.014586	0.818982	
152	1689425984	6	6	63	229	1	0.785953	0.820695	0.086957	0.230769	0.215753	0.819885	3.972789	1.000000	0.085714	0.641389	0.020067	0.784247	0.857143	0.014664	0.820695	
153	-584919513	7	0	0	293	6	0.979933	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-0.000000	0.500000	
154	-1082033848	7	0	0	293	6	0.979933	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-0.000000	0.500000	
155	1215390015	7	0	3	290	6	0.969900	0.494881	0.000000	0.010033	0.010239	0.000000	0.000000	0.000000	0.000000	-0.010239	0.000000	0.989761	0.000000	-0.000201	0.494881	
156	-1639341730	7	2	97	196	4	0.662207	0.501138	0.020202	0.331104	0.331058	0.472208	1.006873	1.000000	0.019417	0.002275	0.006689	0.668942	0.333333	0.000045	0.501138	
157	-854519425	7	2	71	222	4	0.749164	0.545506	0.027397	0.244147	0.242321	0.502553	1.375587	1.000000	0.025974	0.091013	0.006689	0.757679	0.333333	0.001790	0.545506	
158	-8720227	7	1	65	228	5	0.765886	0.472412	0.015152	0.220736	0.221843	0.360129	0.751282	0.000000	0.014085	-0.055176	0.003344	0.778157	0.166667	-0.001085	0.472412	
159	-102473933	7	1	63	230	5	0.772575	0.475825	0.015625	0.214047	0.215017	0.361705	0.775132	0.000000	0.014493	-0.048350	0.003344	0.784983	0.166667	-0.000951	0.475825	
160	2144142777	7	1	62	231	5	0.775920	0.477531	0.015873	0.210702	0.211604	0.362490	0.787634	0.000000	0.014706	-0.044937	0.003344	0.788396	0.166667	-0.000884	0.477531	
161	-1471132493	7	0	0	293	6	0.979933	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-0.000000	0.500000	
162	1676416283	7	2	67	226	4	0.762542	0.552332	0.028986	0.230769	0.228669	0.507061	1.457711	1.000000	0.027397	0.104664	0.006689	0.771331	0.333333	0.002058	0.552332	
163	1514165888	7	0	0	293	6	0.979933	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-0.000000	0.500000	
164	1910077702	7	1	62	231	5	0.775920	0.477531	0.015873	0.210702	0.211604	0.362490	0.787634	0.000000	0.014706	-0.044937	0.003344	0.788396	0.166667	-0.000884	0.477531	
165	-1381736146	7	0	0	293	6	0.979933	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-0.000000	0.500000	
166	1157195097	7	1	62	231	5	0.775920	0.477531	0.015873	0.210702	0.211604	0.362490	0.787634	0.000000	0.014706	-0.044937	0.003344	0.788396	0.166667	-0.000884	0.477531	
167	605231284	7	0	0	293	6	0.979933	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-0.000000	0.500000	
168	1885151663	7	0	1	292	6	0.976589	0.498294	0.000000	0.003344	0.003413	0.000000	0.000000	0.000000	0.000000	-0.003413	0.000000	0.996587	0.000000	-0.000067	0.498294	
169	1333035706	7	1	65	228	5	0.765886	0.472412	0.015152	0.220736	0.221843	0.360129	0.751282	0.000000	0.014085	-0.055176	0.003344	0.778157	0.166667	-0.001085	0.472412	
170	1608238216	7	1	62	231	5	0.775920	0.477531	0.015873	0.210702	0.211604	0.362490	0.787634	0.000000	0.014706	-0.044937	0.003344	0.788396	0.166667	-0.000884	0.477531	
171	2037422227	7	1	62	231	5	0.775920	0.477531	0.015873	0.210702	0.211604	0.362490	0.787634	0.000000	0.014706	-0.044937	0.003344	0.788396	0.166667	-0.000884	0.477531	
172	-424820965	7	1	63	230	5	0.772575	0.475825	0.015625	0.214047	0.215017	0.361705	0.775132	0.000000	0.014493	-0.048350	0.003344	0.784983	0.166667	-0.000951	0.475825	
173	-1444144122	7	1	62	231	5	0.775920	0.477531	0.015873	0.210702	0.211604	0.362490	0.787634	0.000000	0.014706	-0.044937	0.003344	0.788396	0.166667	-0.000884	0.477531	
174	-1098646629	7	0	0	293	6	0.979933	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-0.000000	0.500000	
175	316720361	7	1	63	230	5	0.772575	0.475825	0.015625	0.214047	0.215017	0.361705	0.775132	0.000000	0.014493	-0.048350	0.003344	0.784983	0.166667	-0.000951	0.475825	
176	348295608	7	1	62	231	5	0.775920	0.477531	0.015873	0.210702	0.211604	0.362490	0.787634	0.000000	0.014706	-0.044937	0.003344	0.788396	0.166667	-0.000884	0.477531	
177	-7914899	7	0	1	292	6	0.976589	0.498294	0.000000	0.003344	0.003413	0.000000	0.000000	0.000000	0.000000	-0.003413	0.000000	0.996587	0.000000	-0.000067	0.498294	
178	549700486	8	0	23	272	4	0.909699	0.461017	0.000000	0.076923	0.077966	0.000000	0.000000	0.000000	0.000000	-0.077966	0.000000	0.922034	0.000000	-0.001029	0.461017	
179	-245990481	8	0	8	287	4	0.959866	0.486441	0.000000	0.026756	0.027119	0.000000	0.000000	0.000000	0.000000	-0.027119	0.000000	0.972881	0.000000	-0.000358	0.486441	
180	1354237986	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
181	1931747578	8	0	8	287	4	0.959866	0.486441	0.000000	0.026756	0.027119	0.000000	0.000000	0.000000	0.000000	-0.027119	0.000000	0.972881	0.000000	-0.000358	0.486441	
182	-1176193781	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
183	865529211	8	0	19	276	4	0.923077	0.467797	0.000000	0.063545	0.064407	0.000000	0.000000	0.000000	0.000000	-0.064407	0.000000	0.935593	0.000000	-0.000850	0.467797	
184	-875177187	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
185	468333955	8	2	281	14	2	0.053512	0.273729	0.007067	0.946488	0.952542	0.154042	0.524911	0.000000	0.007018	-0.452542	0.006689	0.047458	0.500000	-0.005973	0.273729	
186	29539770	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
187	-582508411	8	0	0	295	4	0.986622	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-0.000000	0.500000	
188	1396018361	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
189	1115825173	8	0	25	270	4	0.903010	0.457627	0.000000	0.083612	0.084746	0.000000	0.000000	0.000000	0.000000	-0.084746	0.000000	0.915254	0.000000	-0.001119	0.457627	
190	-1385052655	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
191	1745724036	8	1	1	294	3	0.986622	0.623305	0.500000	0.006689	0.003390	0.499152	73.750000	1.000000	0.200000	0.246610	0.003344	0.996610	0.250000	0.003255	0.623305	
192	-1088104450	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
193	-638845076	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
194	434284303	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
195	-1643209147	8	0	0	295	4	0.986622	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-0.000000	0.500000	
196	-1962939210	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
197	-492782503	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
198	725400602	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
199	-1941924224	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
200	664292858	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
201	234228388	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
202	-610737844	8	0	0	295	4	0.986622	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-0.000000	0.500000	
203	1037560226	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
204	-350259223	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
205	645116212	8	0	0	295	4	0.986622	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-0.000000	0.500000	
206	-1170777433	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
207	-20734610	8	4	282	13	0	0.056856	0.522034	0.013986	0.956522	0.955932	0.209923	1.046099	1.000000	0.013986	0.044068	0.013378	0.044068	1.000000	0.000582	0.522034	
208	-442412214	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
209	-919072574	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
210	1015975686	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
211	521577250	8	3	2	293	1	0.989967	0.871610	0.600000	0.016722	0.006780	0.863085	110.625000	1.000000	0.500000	0.743220	0.010033	0.993220	0.750000	0.009810	0.871610	
212	732007316	9	1	3	295	0	0.989967	0.994966	0.250000	0.013378	0.010067	0.994954	99.333333	1.000000	0.250000	0.989933	0.003344	0.989933	1.000000	0.003300	0.994966	
213	-2139573996	9	1	3	295	0	0.989967	0.994966	0.250000	0.013378	0.010067	0.994954	99.333333	1.000000	0.250000	0.989933	0.003344	0.989933	1.000000	0.003300	0.994966	
214	246010316	9	1	3	295	0	0.989967	0.994966	0.250000	0.013378	0.010067	0.994954	99.333333	1.000000	0.250000	0.989933	0.003344	0.989933	1.000000	0.003300	0.994966	
215	-1363266242	9	1	3	295	0	0.989967	0.994966	0.250000	0.013378	0.010067	0.994954	99.333333	1.000000	0.250000	0.989933	0.003344	0.989933	1.000000	0.003300	0.994966	
216	-1437431116	9	1	3	295	0	0.989967	0.994966	0.250000	0.013378	0.010067	0.994954	99.333333	1.000000	0.250000	0.989933	0.003344	0.989933	1.000000	0.003300	0.994966	
217	-326811299	9	1	2	296	0	0.993311	0.996644	0.333333	0.010033	0.006711	0.996639	149.000000	1.000000	0.333333	0.993289	0.003344	0.993289	1.000000	0.003311	0.996644	
218	-1072386239	9	1	3	295	0	0.989967	0.994966	0.250000	0.013378	0.010067	0.994954	99.333333	1.000000	0.250000	0.989933	0.003344	0.989933	1.000000	0.003300	0.994966	
219	-1589231626	9	1	3	295	0	0.989967	0.994966	0.250000	0.013378	0.010067	0.994954	99.333333	1.000000	0.250000	0.989933	0.003344	0.989933	1.000000	0.003300	0.994966	
220	1471830293	9	1	3	295	0	0.989967	0.994966	0.250000	0.013378	0.010067	0.994954	99.333333	1.000000	0.250000	0.989933	0.003344	0.989933	1.000000	0.003300	0.994966	
221	-938611073	9	1	2	296	0	0.993311	0.996644	0.333333	0.010033	0.006711	0.996639	149.000000	1.000000	0.333333	0.993289	0.003344	0.993289	1.000000	0.003311	0.996644	
222	-529349648	9	1	3	295	0	0.989967	0.994966	0.250000	0.013378	0.010067	0.994954	99.333333	1.000000	0.250000	0.989933	0.003344	0.989933	1.000000	0.003300	0.994966	
223	799022092	9	1	3	295	0	0.989967	0.994966	0.250000	0.013378	0.010067	0.994954	99.333333	1.000000	0.250000	0.989933	0.003344	0.989933	1.000000	0.003300	0.994966	
224	-1814285801	9	1	2	296	0	0.993311	0.996644	0.333333	0.010033	0.006711	0.996639	149.000000	1.000000	0.333333	0.993289	0.003344	0.993289	1.000000	0.003311	0.996644	
225	1510556940	9	0	0	298	1	0.996656	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-0.000000	0.500000	
226	-763198017	9	0	0	298	1	0.996656	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-0.000000	0.500000	
227	-216826288	9	1	121	177	0	0.595318	0.796980	0.008197	0.408027	0.406040	0.770688	2.462810	1.000000	0.008197	0.593960	0.003344	0.593960	1.000000	0.001980	0.796980	
228	874155086	9	1	3	295	0	0.989967	0.994966	0.250000	0.013378	0.010067	0.994954	99.333333	1.000000	0.250000	0.989933	0.003344	0.989933	1.000000	0.003300	0.994966	
229	2009933854	9	1	3	295	0	0.989967	0.994966	0.250000	0.013378	0.010067	0.994954	99.333333	1.000000	0.250000	0.989933	0.003344	0.989933	1.000000	0.003300	0.994966	
230	1557242234	9	1	3	295	0	0.989967	0.994966	0.250000	0.013378	0.010067	0.994954	99.333333	1.000000	0.250000	0.989933	0.003344	0.989933	1.000000	0.003300	0.994966	
231	2000899027	9	1	3	295	0	0.989967	0.994966	0.250000	0.013378	0.010067	0.994954	99.333333	1.000000	0.250000	0.989933	0.003344	0.989933	1.000000	0.003300	0.994966	
