Rule	ID	Consequent	WRAcc_Norm	SuppDiff
0	-777669332	0	
1	-1070253425	0	
2	-1867591360	0	
3	-1867476970	0	
4	-1593861938	0	
5	-1593891698	0	
6	-769311899	1	
7	-768811574	1	
8	-182209431	1	
9	-768844155	1	
10	-1521665766	1	
11	-1521695557	1	
12	-1861208163	2	
13	-544381196	2	
14	-1860683038	2	
15	-1867474271	2	
16	-1860682945	2	
17	-1864791996	2	
18	-1860592611	2	
------	------	------
